10;53.7147;5.18837
11;54.9259;26.5901
12;54.2031;7.07159
13;53.2407;8.0456
14;53.4957;5.86505
15;54.4701;19.8039
16;53.5026;11.2925
17;54.3911;9.6064
18;52.9916;1.75958
19;54.581;8.38087
20;54.4278;9.01195
21;55.1451;9.8366
22;53.7951;7.27927
23;55.6756;27.6357
24;55.4062;33.3588
25;55.1135;18.438
26;53.9048;11.6665
27;55.0213;43.9429
28;53.5506;12.3799
29;54.9417;36.9407
30;54.332;9.44844
31;55.7944;50.2447
32;53.665;10.3517
33;54.2096;11.8284
34;55.7047;46.3209
35;54.8034;14.9467
36;54.198;23.6167
37;55.3409;25.2519
38;53.7042;10.7461
39;54.9068;15.2957
40;55.21;33.8385
41;55.072;15.6211
42;54.1387;10.6624
43;53.8574;10.7209
44;53.9618;11.1378
45;53.944;9.68286
46;54.0572;11.4931
47;55.0896;22.8331
48;55.1839;49.6538
49;53.4081;5.14294
50;54.9724;29.3908
51;54.6809;22.9822
52;54.8209;16.758
53;55.1981;37.3812
54;54.8067;23.6541
55;53.786;7.41666
56;54.6547;20.7126
57;53.8032;6.58883
58;54.1858;19.3438
59;54.2951;18.837
60;55.3563;34.2195
61;55.0266;28.2768
62;54.0864;7.92765
63;53.7593;6.93164
64;53.7835;8.72036
65;55.3772;33.4888
66;55.2044;27.9407
67;54.6036;15.7472
68;54.3693;17.2299
69;54.4374;11.042
70;54.7246;65.7982
71;55.0936;23.021
72;54.3124;18.1076
73;54.5269;19.0403
74;54.7595;23.6347
75;54.7414;16.4874
76;54.7463;32.6299
77;54.515;18.6363
78;53.8189;8.22718
79;54.0426;9.18617
80;53.8811;6.38947
81;54.8045;31.4023
82;55.1169;17.2367
83;54.2498;13.2515
84;54.3587;10.8309
85;54.6307;32.2645
86;54.4838;32.4458
87;54.5316;14.4356
88;54.3051;28.0841
89;54.8443;21.8771
90;53.7657;10.5683
91;54.4749;17.1712
92;54.0488;13.5277
93;55.3694;39.5094
94;54.4717;12.5527
95;54.224;11.8551
96;54.6012;13.9667
97;55.0488;25.3314
98;54.6867;34.2009
99;54.6255;18.2449
100;54.3856;13.7382
101;53.9722;6.64575
102;54.5815;37.818
103;54.809;22.2358
104;54.8927;27.2319
105;54.6031;34.8774
106;55.039;40.8516
107;54.4473;15.286
108;54.4866;19.3202
109;54.6434;13.2679
110;54.7609;18.7606
111;54.591;19.0288
112;54.958;19.6706
113;55.4269;32.9195
114;54.7551;18.5216
115;54.5826;12.3603
116;54.7288;17.865
117;53.9804;13.7954
118;54.6395;23.8038
119;54.3365;14.366
120;54.8619;29.6619
121;54.8509;23.0609
122;55.0822;20.8558
123;54.5299;14.4
124;54.1071;10.8507
125;54.1923;12.5121
126;54.9494;25.7369
127;53.934;9.0392
128;54.4908;13.0958
129;54.2324;15.8371
130;54.5611;32.8924
131;54.9135;29.9504
132;53.8226;9.93599
133;55.8643;52.8045
134;54.0038;11.8615
135;54.8316;25.7019
136;55.2873;28.359
137;55.1536;23.4939
138;54.5694;16.7126
139;55.2145;24.8188
140;55.4826;24.2631
141;54.2884;9.94834
142;54.3536;16.1972
143;54.9221;23.0083
144;54.5964;17.5781
145;54.9783;16.8245
146;54.4076;11.5852
147;54.18;8.23105
148;55.1351;30.8798
149;54.7035;20.6949
150;54.065;14.4569
151;54.6052;19.3599
152;54.0105;12.5468
153;54.0506;14.5828
154;55.0094;39.1686
155;55.5538;44.0419
156;54.6073;16.7294
157;54.3707;14.6707
158;54.7356;19.518
159;54.823;21.576
160;54.4639;18.3374
161;54.2322;19.7784
162;54.8389;14.7223
163;54.2597;10.6095
164;55.047;18.5729
165;54.6077;18.6574
166;54.3812;23.5637
167;54.4549;22.2909
168;54.6832;17.3872
169;54.6553;28.1805
170;54.5797;21.4973
171;54.6799;30.2498
172;54.0953;10.042
173;55.6852;44.3282
174;54.4709;17.9851
175;54.7265;35.4518
176;53.8038;9.12989
177;54.6337;17.668
178;54.3112;16.3702
179;54.4662;14.7267
180;54.0947;7.98442
181;55.142;20.7968
182;55.225;23.5439
183;55.2203;22.4627
184;54.6244;21.3411
185;54.7692;25.043
186;54.4518;16.6336
187;54.4582;15.469
188;54.2083;12.7225
189;54.0793;9.26433
190;54.6369;17.3032
191;54.7559;17.0159
192;54.3001;16.7484
193;54.6778;15.7587
194;54.7576;22.8202
195;54.7816;28.5383
196;54.0104;9.84318
197;54.9683;25.0305
198;54.2639;17.057
199;54.7871;17.6051
200;54.79;20.9141
201;54.4265;13.1025
202;54.3313;15.312
203;54.7048;16.2848
204;53.9114;10.115
205;54.6137;19.565
206;54.1787;20.1123
207;54.2976;16.6393
208;54.3946;11.6239
209;54.3367;30.1618
210;54.9901;37.3407
211;54.4447;23.2499
212;54.7428;24.7022
213;54.8373;27.6241
214;53.9267;9.35642
215;54.8612;18.7506
216;54.4508;13.3953
217;54.3504;19.1638
218;54.1017;16.9677
219;54.663;20.5191
220;54.3721;17.4402
221;54.3817;17.0588
222;54.225;11.3069
223;54.5766;24.4345
224;54.4055;12.703
225;54.0814;12.6606
226;55.1451;32.1322
227;54.3055;10.4969
228;54.4645;16.7292
229;54.6296;19.476
230;54.1857;12.3583
231;54.8932;33.9776
232;54.5962;15.8384
233;54.2248;10.9512
234;54.2788;11.1515
235;54.3597;13.1071
236;54.7957;28.1389
237;53.9296;11.7734
238;54.7307;31.0342
239;54.9247;21.9751
240;54.702;18.7496
241;54.6873;25.1968
242;54.7057;21.924
243;54.3783;17.9228
244;54.1787;21.4034
245;54.6597;19.1003
246;54.8244;26.2359
247;55.3569;32.7966
248;54.5514;21.9436
249;54.8985;23.0088
250;54.476;16.4318
251;54.5117;23.4669
252;54.923;24.1851
253;54.5492;23.9002
254;54.309;13.0216
255;54.8093;21.6387
256;54.5961;16.0326
257;54.629;21.8079
258;54.9944;27.636
259;54.6397;18.4159
260;54.4771;19.1836
261;54.2637;16.333
262;54.3857;17.1579
263;54.3861;21.2307
264;55.2578;33.8463
265;54.8807;21.8087
266;54.3913;16.0981
267;54.3616;16.8486
268;54.596;15.9956
269;54.5329;14.8537
270;54.8872;31.0771
271;54.4765;19.8316
272;54.7343;27.472
273;54.4239;14.2774
274;54.5979;15.4958
275;54.684;17.7411
276;54.6492;25.4337
277;54.5033;19.4209
278;55.0039;27.3298
279;54.7564;21.4656
280;54.4197;16.1892
281;54.9212;27.614
282;54.763;22.568
283;54.2108;11.9839
284;54.2628;16.173
285;54.5776;16.7813
286;54.7851;19.937
287;54.7335;19.1125
288;54.9049;24.0212
289;54.5664;16.6042
290;54.5677;21.2388
291;55.3171;42.5486
292;54.6724;23.3639
293;54.1345;12.5737
294;54.6654;18.3062
295;54.643;27.2725
296;54.442;14.2271
297;54.0693;13.2378
298;54.3496;16.25
299;54.7401;26.2806
300;54.7055;23.7513
301;54.6036;21.4998
302;54.6642;17.007
303;54.3433;15.8779
304;54.6115;17.6412
305;54.6935;27.3888
306;54.8137;18.0604
307;54.9976;24.937
308;54.7171;20.5745
309;54.3195;17.2426
310;54.4956;16.6551
311;54.2476;11.3314
312;54.3059;12.9116
313;54.1541;13.8554
314;54.4806;19.1954
315;54.1954;10.914
316;54.5491;17.8373
317;54.4524;23.2958
318;54.6973;21.8867
319;54.7147;20.3625
