0.001;0;0;0;0;0;
0.00114815;0;0;0;0;0;
0.00131826;0;0;0;0;0;
0.00151356;0;0;0;0;0;
0.0017378;0;0;0;0;0;
0.00199526;0;0;0;0;0;
0.00229087;0;0;0;0;0;
0.00263027;0;0;0;0;0;
0.00301995;0;0;0;0;0;
0.00346737;0;0;0;0;0;
0.00398107;0;0;0;0;0;
0.00457088;0;0;0;0;0;
0.00524807;0;0;0;0;0;
0.0060256;0;0;0;0;0;
0.00691831;0;0;0;0;0;
0.00794328;0;0;0;0;0;
0.00912011;0;0;0;0;0;
0.0104713;0;0;0;0;0;
0.0120226;0;0;0;0;0;
0.0138038;0;0;0;0;0;
0.0158489;0;0;0;0;0;
0.018197;0;0;0;0;0;
0.020893;0;0;0;0;0;
0.0239883;0;0;0;0;0;
0.0275423;0;0;0;0;0;
0.0316228;0;0;0;0;0;
0.0363078;0;0;0;0;0;
0.0416869;0;0;0;0;0;
0.047863;0;0;0;0;0;
0.0549541;0;0;0;0;0;
0.0630957;0;0;0;0;0;
0.0724436;0;0;0;0;0;
0.0831764;0;0;0;0;0;
0.0954993;0;0;0;0;0;
0.109648;0;0;0;0;0;
0.125893;0;0;0;0;0;
0.144544;0;0;0;0;0;
0.165959;0;0;0;0;0;
0.190546;0;0;0;0;0;
0.218776;0;0;0;0;0;
0.251189;0;0;0;0;0;
0.288403;0;0;0;0;0;
0.331131;0;0;0;0;0;
0.380189;0;0;0;0;0;
0.436516;0;0;0;0;0;
0.501187;0;0;0;0;0;
0.57544;0;0;0;0;0;
0.660693;0;0;0;0;0;
0.758578;0;0;0;0;0;
0.870964;0;0;0;0;0;
1;0;0;0;0;0;
1.14815;0;0;0;0;0;
1.31826;0;0;0;0;0;
1.51356;0;0;0;0;0;
1.7378;0;0;0;0;0;
1.99526;0;0;0;0;0;
2.29087;0;0;0;0;0;
2.63027;0;0;0;0;0;
3.01995;0;0;0;0;0;
3.46737;0;0;0;0;0;
3.98107;0;0;0;0;0;
4.57088;0;0;0;0;0;
5.24807;0;0;0;0;0;
6.0256;0;0;0;0;0;
6.91831;0;0;0;0;0;
7.94328;0;0;0;0;0;
9.12011;0;0;0;0;0;
10.4713;0;0;0;0;0;
12.0226;0;0;0;0;0;
13.8038;0;0;0;0;0;
15.8489;0;0;0;0;0;
18.197;0;0;0;0;0;
20.893;0;0;0;0;0;
23.9883;0;0;0;0;0;
27.5423;0;0;0;0;0;
31.6228;0;0;0;0;0;
36.3078;0;0;0;0;0;
41.6869;0;0;0;0;0;
47.863;0;0;0;0;0;
54.9541;0;0;0;0;0;
63.0957;0;0;0;0;0.0276062;
72.4436;0;0;0;0.119361;0.346643;
83.1764;0;0;0.516081;1.20417;1.95772;
95.4993;0;2.23138;3.93267;5.39546;6.7206;
109.648;9.64782;11.4961;13.2024;14.7625;16.2073;
125.893;25.8925;26.8957;28.0478;29.2558;30.4729;
144.544;44.544;45.5477;46.5413;47.555;48.5882;
165.959;65.9587;66.9629;67.9571;68.9415;69.9216;
190.546;90.5461;91.5509;92.5458;93.5307;94.5059;
218.776;118.776;119.782;120.777;121.763;122.739;
251.189;151.189;152.195;153.191;154.178;155.155;
288.403;188.403;189.41;190.408;191.395;192.373;
331.131;231.131;232.14;233.138;234.127;235.105;
380.189;280.189;281.199;282.199;283.189;284.169;
436.516;336.516;337.527;338.528;339.519;340.501;
501.187;401.187;402.2;403.203;404.196;405.179;
575.44;475.44;476.455;477.459;478.454;479.439;
660.693;560.693;561.71;562.717;563.713;564.697;
758.578;658.578;659.597;660.6;661.59;662.567;
870.964;770.964;771.959;772.944;773.919;0;
